"Sorting.code","Mesh.size","Leaf.condition","Genus","latitude","longitude","mean_kd","mean_mean_daily_temp","Citation"
1,"coarse","senesced","Eucalyptus",40.3061,-8.3936,0.0096,11.5,"Gama et al. 2007 International Review of Hydrobiology"
3,"fine","senesced","Eucalyptus",40.3061,-8.3936,0.00895,11.5,"Gama et al. 2007 International Review of Hydrobiology"
5,"coarse","senesced","Populus",51.2842,-114.3311,0.00908333333333333,2,"Garden and Davies 1988 Freshwater Biology"
21,"coarse","senesced","Alnus",40.1,-8.2372,0.0295,10.6,"Goncalves et al. 2006 JNABS"
22,"fine","senesced","Alnus",40.1,-8.2372,0.0166,10.6,"Goncalves et al. 2006 JNABS"
23,"coarse","senesced","Alnus",37.4667,-8.0169,0.0137,13.3,"Goncalves et al. 2006 JNABS"
24,"fine","senesced","Alnus",37.4667,-8.0169,0.0093,13.3,"Goncalves et al. 2006 JNABS"
25,"coarse","senesced","Alnus",-19.0194,-43.0083,0.0136,15.5,"Goncalves et al. 2006 JNABS"
26,"fine","senesced","Alnus",-19.0194,-43.0083,0.0143,15.5,"Goncalves et al. 2006 JNABS"
27,"coarse","senesced","Protium",40.1,-8.2372,0.0056,13.7,"Goncalves et al. 2007 Freshwater Biology"
28,"fine","senesced","Protium",40.1,-8.2372,0.00465,13.7,"Goncalves et al. 2007 Freshwater Biology"
31,"coarse","senesced","Protium",-19.0028,-43.0056,0.0021,15.5,"Goncalves et al. 2007 Freshwater Biology"
32,"fine","senesced","Protium",-19.0028,-43.0056,0.0016,15.5,"Goncalves et al. 2007 Freshwater Biology"
33,"coarse","senesced","Pinus",38.0333,-8.3728,0.0039,14.3,"Graca and Pereira 1995"
34,"fine","senesced","Pinus",38.0333,-8.3728,0.0026,14.3,"Graca and Pereira 1995"
35,"coarse","senesced","Alnus",40.0789,-8.2058,0.0461,10.7,"Gulis et al. 2006 Freshwater Biology"
36,"coarse","senesced","Alnus",40.5336,-8.1542,0.1124,11,"Gulis et al. 2006 Freshwater Biology"
37,"coarse","senesced","Alnus",40.0892,-8.2017,0.0393,10.6,"Gulis et al. 2006 Freshwater Biology"
38,"coarse","senesced","Alnus",40.5347,-8.1586,0.0447,10.8,"Gulis et al. 2006 Freshwater Biology"
39,"coarse","senesced","Alnus",40.5956,-8.1675,0.0692,9.5,"Gulis et al. 2006 Freshwater Biology"
40,"coarse","senesced","Alnus",40.57,-8.1511,0.0667,10.7,"Gulis et al. 2006 Freshwater Biology"
41,"coarse","senesced","Alnus",40.5331,-8.2314,0.0211,11.5,"Gulis et al. 2006 Freshwater Biology"
42,"coarse","senesced","Alnus",40.5678,-8.1508,0.0898,11,"Gulis et al. 2006 Freshwater Biology"
43,"coarse","senesced","Alnus",40.5247,-8.1856,0.0501,10.3,"Gulis et al. 2006 Freshwater Biology"
44,"coarse","senesced","Alnus",40.5411,-8.1217,0.1482,11,"Gulis et al. 2006 Freshwater Biology"
45,"coarse","senesced","Quercus",40.0789,-8.2058,0.0223,10.7,"Gulis et al. 2006 Freshwater Biology"
46,"coarse","senesced","Quercus",40.5336,-8.1542,0.0606,11,"Gulis et al. 2006 Freshwater Biology"
47,"coarse","senesced","Quercus",40.0892,-8.2017,0.0146,10.6,"Gulis et al. 2006 Freshwater Biology"
48,"coarse","senesced","Quercus",40.5347,-8.1586,0.0257,10.8,"Gulis et al. 2006 Freshwater Biology"
49,"coarse","senesced","Quercus",40.5956,-8.1675,0.0099,9.5,"Gulis et al. 2006 Freshwater Biology"
50,"coarse","senesced","Quercus",40.57,-8.1511,0.0195,10.7,"Gulis et al. 2006 Freshwater Biology"
51,"coarse","senesced","Quercus",40.5331,-8.2314,0.0077,11.5,"Gulis et al. 2006 Freshwater Biology"
52,"coarse","senesced","Quercus",40.5678,-8.1508,0.0366,11,"Gulis et al. 2006 Freshwater Biology"
53,"coarse","senesced","Quercus",40.5247,-8.1856,0.0163,10.3,"Gulis et al. 2006 Freshwater Biology"
54,"coarse","senesced","Quercus",40.5411,-8.1217,0.0516,11,"Gulis et al. 2006 Freshwater Biology"
55,"fine","senesced","Alnus",40.0789,-8.2058,0.0208,10.7,"Gulis et al. 2006 Freshwater Biology"
56,"fine","senesced","Alnus",40.5336,-8.1542,0.0252,11,"Gulis et al. 2006 Freshwater Biology"
57,"fine","senesced","Alnus",40.0892,-8.2017,0.0234,10.6,"Gulis et al. 2006 Freshwater Biology"
58,"fine","senesced","Alnus",40.5347,-8.1586,0.0194,10.8,"Gulis et al. 2006 Freshwater Biology"
59,"fine","senesced","Alnus",40.5956,-8.1675,0.013,9.5,"Gulis et al. 2006 Freshwater Biology"
60,"fine","senesced","Alnus",40.57,-8.1511,0.0203,10.7,"Gulis et al. 2006 Freshwater Biology"
61,"fine","senesced","Alnus",40.5331,-8.2314,0.0163,11.5,"Gulis et al. 2006 Freshwater Biology"
62,"fine","senesced","Alnus",40.5678,-8.1508,0.0267,11,"Gulis et al. 2006 Freshwater Biology"
63,"fine","senesced","Alnus",40.5247,-8.1856,0.0216,10.3,"Gulis et al. 2006 Freshwater Biology"
64,"fine","senesced","Alnus",40.5411,-8.1217,0.0314,11,"Gulis et al. 2006 Freshwater Biology"
65,"fine","senesced","Quercus",40.0789,-8.2058,0.0083,10.7,"Gulis et al. 2006 Freshwater Biology"
66,"fine","senesced","Quercus",40.5336,-8.1542,0.0108,11,"Gulis et al. 2006 Freshwater Biology"
67,"fine","senesced","Quercus",40.0892,-8.2017,0.0083,10.6,"Gulis et al. 2006 Freshwater Biology"
68,"fine","senesced","Quercus",40.5347,-8.1586,0.0092,10.8,"Gulis et al. 2006 Freshwater Biology"
69,"fine","senesced","Quercus",40.5956,-8.1675,0.0043,9.5,"Gulis et al. 2006 Freshwater Biology"
70,"fine","senesced","Quercus",40.57,-8.1511,0.0089,10.7,"Gulis et al. 2006 Freshwater Biology"
71,"fine","senesced","Quercus",40.5331,-8.2314,0.0068,11.5,"Gulis et al. 2006 Freshwater Biology"
72,"fine","senesced","Quercus",40.5678,-8.1508,0.0125,11,"Gulis et al. 2006 Freshwater Biology"
73,"fine","senesced","Quercus",40.5247,-8.1856,0.0086,10.3,"Gulis et al. 2006 Freshwater Biology"
74,"fine","senesced","Quercus",40.5411,-8.1217,0.0108,11,"Gulis et al. 2006 Freshwater Biology"
75,"coarse","senesced","Alnus",62,26,0.019,2.6,"Haapala et al. 2001 JNABS"
76,"coarse","senesced","Betula",62,26,0.011,2.6,"Haapala et al. 2001 JNABS"
77,"coarse","senesced","Salix",62,26,0.005,2.6,"Haapala et al. 2001 JNABS"
78,"coarse","green","Melicytus",-37.45,175.07,0.0507,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
79,"coarse","senesced","Betula",-37.45,175.07,0.0325,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
80,"coarse","senesced","Alnus",-37.45,175.07,0.0216,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
82,"coarse","senesced","Nothofagus",-37.45,175.07,0.0103,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
85,"coarse","senesced","Acer",41.7667,-73.0108,0.0284,7,"Hill and Perrotte 1995 Hydrobiologia"
121,"coarse","senesced","Liriodendron",33.2192,-86.0128,0.023,10.9,"Howe and Suberkropp 1994 Archiv fur Hydrobiologia"
122,"fine","senesced","Liriodendron",33.2192,-86.0128,0.007,10.9,"Howe and Suberkropp 1994 Archiv fur Hydrobiologia"
123,"coarse","senesced","Acer",35.1864,-83.0225,0.02465,9.1,"Hutchens and Wallace 2002 Ecosystems"
125,"coarse","senesced","Zea",40.6989,-87.0067,0.01955,5,"Griffiths et al. 2009 Ecological Applications"
127,"coarse","senesced","Zea",40.6094,-87.0086,0.01855,4.5,"Griffiths et al. 2009 Ecological Applications"
129,"coarse","senesced","Zea",40.6219,-87.0142,0.0159,5.3,"Griffiths et al. 2009 Ecological Applications"
131,"coarse","senesced","Alnus",40.0833,-8.2033,0.0217,11.3,"Abelho 2008 International Review of Hydrobiology"
132,"coarse","senesced","Castanea",40.0833,-8.2033,0.0199,11.3,"Abelho 2008 International Review of Hydrobiology"
133,"coarse","green","Quercus",40.0833,-8.2033,0.0209,11.3,"Abelho 2008 International Review of Hydrobiology"
134,"coarse","senesced","Alnus",40.3061,-8.3936,0.0413,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
135,"coarse","senesced","Castanea",40.3061,-8.3936,0.0183,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
136,"coarse","green","Quercus",40.3061,-8.3936,0.0138,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
141,"coarse","senesced","Zea",42.0214,-85.4386,0.0128,0.8,"Griffiths et al. 2012 Freshwater Science "
143,"coarse","senesced","Leersia",42.0214,-85.4386,0.00495,0.8,"Griffiths et al. 2012 Freshwater Science "
145,"coarse","senesced","Phalaris",42.0214,-85.4386,0.00315,0.8,"Griffiths et al. 2012 Freshwater Science "
147,"coarse","senesced","Zea",42.1928,-84.8669,0.01015,0.8,"Griffiths et al. 2012 Freshwater Science "
149,"coarse","senesced","Leersia",42.1928,-84.8669,0.00415,0.8,"Griffiths et al. 2012 Freshwater Science "
151,"coarse","senesced","Phalaris",42.1928,-84.8669,0.0026,0.8,"Griffiths et al. 2012 Freshwater Science "
153,"coarse","senesced","Zea",40.3725,-84.6322,0.0169,1,"Griffiths et al. 2012 Freshwater Science "
155,"coarse","senesced","Leersia",40.3725,-84.6322,0.0055,1,"Griffiths et al. 2012 Freshwater Science "
157,"coarse","senesced","Phalaris",40.3725,-84.6322,0.00355,1,"Griffiths et al. 2012 Freshwater Science "
159,"coarse","senesced","Zea",41.3706,-86.0814,0.02415,3.3,"Griffiths et al. 2012 Freshwater Science "
161,"coarse","senesced","Leersia",41.3706,-86.0814,0.01155,3.3,"Griffiths et al. 2012 Freshwater Science "
163,"coarse","senesced","Phalaris",41.3706,-86.0814,0.0049,3.3,"Griffiths et al. 2012 Freshwater Science "
165,"coarse","senesced","Alnus",34.4,-111.0156,0.0149,12.6,"LeRoy and Marks 2006 Freshwater Biology"
166,"coarse","senesced","Alnus",35.0333,-111.0186,0.0199,7.9,"LeRoy and Marks 2006 Freshwater Biology"
167,"coarse","senesced","Alnus",34.6833,-111.0181,0.0173,8,"LeRoy and Marks 2006 Freshwater Biology"
168,"coarse","senesced","Fraxinus",34.4,-111.0156,0.0138,12.6,"LeRoy and Marks 2006 Freshwater Biology"
169,"coarse","senesced","Fraxinus",35.0333,-111.0186,0.0172,7.9,"LeRoy and Marks 2006 Freshwater Biology"
170,"coarse","senesced","Fraxinus",34.6833,-111.0181,0.0151,8,"LeRoy and Marks 2006 Freshwater Biology"
171,"coarse","senesced","Platanus",34.4,-111.0156,0.0069,12.6,"LeRoy and Marks 2006 Freshwater Biology"
172,"coarse","senesced","Platanus",35.0333,-111.0186,0.0121,7.9,"LeRoy and Marks 2006 Freshwater Biology"
173,"coarse","senesced","Platanus",34.6833,-111.0181,0.0081,8,"LeRoy and Marks 2006 Freshwater Biology"
174,"coarse","senesced","Populus",34.4,-111.0156,0.0176,12.6,"LeRoy and Marks 2006 Freshwater Biology"
175,"coarse","senesced","Populus",35.0333,-111.0186,0.0206,7.9,"LeRoy and Marks 2006 Freshwater Biology"
176,"coarse","senesced","Populus",34.6833,-111.0181,0.0186,8,"LeRoy and Marks 2006 Freshwater Biology"
177,"coarse","senesced","Quercus",34.4,-111.0156,0.0073,12.6,"LeRoy and Marks 2006 Freshwater Biology"
178,"coarse","senesced","Quercus",35.0333,-111.0186,0.0138,7.9,"LeRoy and Marks 2006 Freshwater Biology"
179,"coarse","senesced","Quercus",34.6833,-111.0181,0.0076,8,"LeRoy and Marks 2006 Freshwater Biology"
186,"coarse","senesced","Populus",34.8167,-111.0067,0.013975,7.1,"LeRoy et al. 2006 Ecology"
190,"coarse","senesced","Populus",41.1333,-111.0083,0.00905833333333333,2.4,"LeRoy et al. 2007 JNABS"
221,"coarse","green","Salix",-43.005,172.6333,0.01635,13,"Collier & Winterbourn 1986"
222,"fine","green","Salix",-43.005,172.6333,0.01155,13,"Collier & Winterbourn 1986"
225,"fine","senesced","Salix",50.9333,-115.15,0.00195,5.25,"Mutch & Davies 1984"
226,"coarse","senesced","Salix",50.9333,-115.15,0.01155,5.25,"Mutch & Davies 1984"
229,"fine","senesced","Quercus",35.1333,-85.0053,0.00281666666666667,13.7666666666667,"Stout & Coburn 1989"
230,"coarse","senesced","Quercus",35.1333,-85.0053,0.00361666666666667,13.7666666666667,"Stout & Coburn 1989"
257,"coarse","senesced","Cornus",35.0697,-83.0128,0.0234,10.5,"Webster & Waide 1982"
258,"coarse","senesced","Cornus",35.0669,-83.0128,0.021075,10.85,"Webster & Waide 1982"
259,"coarse","senesced","Cornus",35.0642,-83.0108,0.0185,10.1666666666667,"Webster & Waide 1982"
261,"coarse","senesced","Quercus",35.0697,-83.01,0.007,10.9666666666667,"Webster & Waide 1982"
262,"coarse","senesced","Quercus",35.0669,-83.0128,0.0069,10.7333333333333,"Webster & Waide 1982"
263,"coarse","senesced","Quercus",35.0642,-83.0108,0.00756666666666667,10.1666666666667,"Webster & Waide 1982"
265,"coarse","senesced","Rhododendron",35.0697,-83.01,0.00995,10.85,"Webster & Waide 1982"
266,"coarse","senesced","Rhododendron",35.0669,-83.0128,0.00605,10.85,"Webster & Waide 1982"
267,"coarse","senesced","Rhododendron",35.0642,-83.0108,0.00393333333333333,10.1666666666667,"Webster & Waide 1982"
272,"coarse","senesced","Cornus",35.0697,-83.01,0.0256,11.2,"Webster & Waide 1982"
284,"coarse","senesced","Platanus",37.2369,-80.0028,0.0057,7.8,"Benfield et al. 1977"
285,"coarse","senesced","Acer",35.2683,-83.01,0.0083,13.5,"Hagan et al. 2006"
286,"coarse","senesced","Acer",35.2053,-83.0025,0.018,NA,"Hagan et al. 2006"
287,"coarse","senesced","Acer",35.0869,-83.0142,0.0113,10.9,"Hagan et al. 2006"
288,"coarse","senesced","Acer",35.1169,-83.0072,0.0115,13.3,"Hagan et al. 2006"
289,"coarse","senesced","Acer",34.9828,-83.0125,0.014,12.3,"Hagan et al. 2006"
290,"coarse","senesced","Acer",35.0764,-83.0039,0.0121,11.6,"Hagan et al. 2006"
291,"coarse","senesced","Acer",35.0953,-83.0044,0.0053,13.6,"Hagan et al. 2006"
292,"coarse","senesced","Acer",35.0742,-83.0072,0.0138,12.3,"Hagan et al. 2006"
293,"coarse","senesced","Acer",35.0008,-83.01,0.0121,11.7,"Hagan et al. 2006"
294,"coarse","senesced","Acer",35.0469,-83.0072,0.0093,14.4,"Hagan et al. 2006"
295,"coarse","senesced","Acer",35.0461,-83.0181,0.0059,10.7,"Hagan et al. 2006"
296,"coarse","senesced","Acer",35.0519,-83.0169,0.0075,11.2,"Hagan et al. 2006"
297,"coarse","senesced","Cornus",38.9667,-79.0158,0.02145,10.75,"Benfield and Webster 1985 Freshwater Biology"
298,"coarse","senesced","Acer",38.9667,-79.0158,0.011875,10.75,"Benfield and Webster 1985 Freshwater Biology"
299,"coarse","senesced","Quercus",38.9667,-79.0158,0.0084,10.75,"Benfield and Webster 1985 Freshwater Biology"
309,"coarse","senesced","Quercus",37.7,-80.0106,0.0120857142857143,10.75,"Simon and Benfield 2001"
316,"coarse","senesced","Nothofagus",-41.0022,-71.0064,0.00533333333333333,6.93333333333333,"Albarino and Balseiro.2002.Aquatic Conservation"
317,"coarse","senesced","Pinus",-41.0022,-71.0064,0.0017,3.4,"Albarino and Balseiro.2002.Aquatic Conservation"
320,"coarse","senesced","Betula",42.7,-112.0033,0.0186,5.3,"Royer & Minshall 2001 Freshwater Biology"
321,"coarse","senesced","Cornus",42.7,-112.0033,0.0461,5.3,"Royer & Minshall 2001 Freshwater Biology"
322,"coarse","senesced","Populus",42.7,-112.0033,0.0311,5.3,"Royer & Minshall 2001 Freshwater Biology"
323,"coarse","senesced","Ulmus",39.0853,-96.0058,0.0084,11.8333333333333,"Tate and Gurtz 1986"
327,"coarse","senesced","Ficus",12.9167,75.35,0.0075,31,"Raviraja et al 1998 FW Biology"
328,"coarse","senesced","Ficus",12.8833,75.0333,0.0066,31,"Raviraja et al 1998 FW Biology"
329,"coarse","senesced","Eucalyptus",12.9167,75.35,0.0074,31,"Raviraja et al 1998 FW Biology"
330,"coarse","senesced","Eucalyptus",12.8833,75.0333,0.0071,31,"Raviraja et al 1998 FW Biology"
335,"coarse","senesced","Populus",45.5728,84.7542,0.00395,7.8,"Rier et al. JNABS 2002"
337,"coarse","senesced","Alnus",46.6217,8.0303,0.0042,1,"Robinson and Jolidon 2005 JNABS"
338,"coarse","senesced","Alnus",46.4033,9.9297,0.00625,2.75,"Robinson and Jolidon 2005 JNABS"
339,"coarse","senesced","Alnus",46.4844,9.8336,0.009975,4.55,"Robinson and Jolidon 2005 JNABS"
344,"fine","senesced","Quercus",47.4333,7.45,0.0043,8.4,"Rosset et al int rev ges hydrobiol 1982"
345,"fine","senesced","Larix",47.4333,7.45,0.002,8.4,"Rosset et al int rev ges hydrobiol 1982"
346,"fine","senesced","Picea",47.4333,7.45,0.0016,8.4,"Rosset et al int rev ges hydrobiol 1982"
350,"fine","senesced","Quercus",47.0667,8.05,0.0036,5.6,"Rosset et al int rev ges hydrobiol 1982"
351,"fine","senesced","Larix",47.0667,8.05,0.0017,5.6,"Rosset et al int rev ges hydrobiol 1982"
352,"fine","senesced","Picea",47.0667,8.05,0.0015,5.6,"Rosset et al int rev ges hydrobiol 1982"
353,"fine","senesced","Quercus",47.0333,8.0333,0.0034,4.8,"Rosset et al int rev ges hydrobiol 1982"
354,"fine","senesced","Larix",47.0333,8.0333,0.0017,4.8,"Rosset et al int rev ges hydrobiol 1982"
355,"fine","senesced","Picea",47.0333,8.0333,0.0016,4.8,"Rosset et al int rev ges hydrobiol 1982"
356,"coarse","senesced","Quercus",47.4333,7.45,0.011,8.1,"Rosset et al int rev ges hydrobiol 1982"
357,"coarse","senesced","Larix",47.4333,7.45,0.006,8.1,"Rosset et al int rev ges hydrobiol 1982"
358,"coarse","senesced","Picea",47.4333,7.45,0.0015,8.1,"Rosset et al int rev ges hydrobiol 1982"
359,"coarse","senesced","Quercus",47.3667,7.5833,0.013,8.7,"Rosset et al int rev ges hydrobiol 1982"
360,"coarse","senesced","Larix",47.3667,7.5833,0.007,8.7,"Rosset et al int rev ges hydrobiol 1982"
361,"coarse","senesced","Picea",47.3667,7.5833,0.0014,8.7,"Rosset et al int rev ges hydrobiol 1982"
362,"coarse","senesced","Quercus",47.0667,8.05,0.017,5.6,"Rosset et al int rev ges hydrobiol 1982"
363,"coarse","senesced","Larix",47.0667,8.05,0.0046,5.6,"Rosset et al int rev ges hydrobiol 1982"
364,"coarse","senesced","Picea",47.0667,8.05,0.0015,5.6,"Rosset et al int rev ges hydrobiol 1982"
365,"coarse","senesced","Quercus",47.0333,8.0333,0.0044,4.8,"Rosset et al int rev ges hydrobiol 1982"
366,"coarse","senesced","Larix",47.0333,8.0333,0.0019,4.8,"Rosset et al int rev ges hydrobiol 1982"
367,"coarse","senesced","Picea",47.0333,8.0333,0.0014,4.8,"Rosset et al int rev ges hydrobiol 1982"
368,"coarse","senesced","Quercus",38.5594,-79.0083,0.00796666666666667,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
369,"coarse","senesced","Acer",38.5594,-79.0083,0.00756666666666667,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
370,"coarse","senesced","Liriodendron",38.5594,-79.0083,0.0033,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
377,"coarse","senesced","Populus",42.6608,-114.0156,0.037,18.5,"Royer & Minshall 1997"
378,"coarse","senesced","Cornus",42.5897,-112.0069,0.039,3.1,"Royer et al. 1999 Hydrobiologia"
379,"coarse","senesced","Populus",42.5897,-112.0069,0.0341,3.1,"Royer et al. 1999 Hydrobiologia"
381,"coarse","senesced","Populus",43.4883,-113.0108,0.0323,1.5,"Royer et al. 1999 Hydrobiologia"
389,"coarse","senesced","Salix",45.0097,-92.8347,0.0100166666666667,5.5,"Ruetz et al 2002 Oecologia"
395,"coarse","senesced","Acer",42.3833,-86.1186,0.04,4.7,"Ruetz et al 2006 Freshwat biol"
397,"coarse","senesced","Alnus",43.4167,2.2167,0.0471090909090909,7.81818181818182,"Lecerf and Chauvet 2008 Basic and App Ecol"
407,"fine","senesced","Alnus",43.4167,2.2167,0.0205,7.8,"Lecerf and Chauvet 2008 Basic and App Ecol"
417,"coarse","senesced","Alnus",49.2667,-122.0333,0.00445,5.58125,"Lecerf and Richardson 2010 For Ecol and Mgt"
433,"coarse","senesced","Alnus",44.2167,1.8667,0.1797,6.6,"Lecerf et al 2006 Arch Hydrobiol"
434,"coarse","senesced","Alnus",44.25,1.8667,0.1758,7.4,"Lecerf et al 2006 Arch Hydrobiol"
435,"coarse","senesced","Alnus",44.05,1.9,0.1115,8.7,"Lecerf et al 2006 Arch Hydrobiol"
436,"coarse","senesced","Alnus",44.2,1.9,0.1582,6.8,"Lecerf et al 2006 Arch Hydrobiol"
437,"coarse","senesced","Alnus",44.2667,1.8,0.1681,6.8,"Lecerf et al 2006 Arch Hydrobiol"
438,"coarse","senesced","Alnus",44.2667,1.4667,0.1626,7.2,"Lecerf et al 2006 Arch Hydrobiol"
439,"coarse","senesced","Alnus",43.9,1.75,0.0872,6.5,"Lecerf et al 2006 Arch Hydrobiol"
440,"coarse","senesced","Alnus",44.25,1.35,0.0397,7.6,"Lecerf et al 2006 Arch Hydrobiol"
441,"coarse","senesced","Alnus",44.05,1.4333,0.0216,7.4,"Lecerf et al 2006 Arch Hydrobiol"
442,"fine","senesced","Alnus",44.2167,1.8667,0.018,6.6,"Lecerf et al 2006 Arch Hydrobiol"
443,"fine","senesced","Alnus",44.25,1.8667,0.0199,7.4,"Lecerf et al 2006 Arch Hydrobiol"
444,"fine","senesced","Alnus",44.05,1.9,0.0192,8.7,"Lecerf et al 2006 Arch Hydrobiol"
445,"fine","senesced","Alnus",44.2,1.9,0.0158,6.8,"Lecerf et al 2006 Arch Hydrobiol"
446,"fine","senesced","Alnus",44.2667,1.8,0.0171,6.8,"Lecerf et al 2006 Arch Hydrobiol"
447,"fine","senesced","Alnus",44.2667,1.4667,0.0177,7.2,"Lecerf et al 2006 Arch Hydrobiol"
448,"fine","senesced","Alnus",43.9,1.75,0.0167,6.5,"Lecerf et al 2006 Arch Hydrobiol"
449,"fine","senesced","Alnus",44.25,1.35,0.0191,7.6,"Lecerf et al 2006 Arch Hydrobiol"
450,"fine","senesced","Alnus",44.05,1.4333,0.0188,7.4,"Lecerf et al 2006 Arch Hydrobiol"
451,"coarse","senesced","Quercus",42.1333,0.5833,0.0064,6.15,"Lecerf et al 2007 Can J Fish and Aq Sci"
455,"coarse","senesced","Quercus",53.3667,-1.8166,0.01345,6.85,"Lecerf et al 2007 Can J Fish and Aq Sci"
459,"coarse","senesced","Fagus",43.4167,2.2167,0.00632,5.84,"Lecerf et al 2007 Ecology"
460,"coarse","senesced","Quercus",43.4167,2.2167,0.01215,8,"Lecerf et al 2007 Ecology"
462,"coarse","senesced","Acer",43.4167,2.2167,0.0499,8,"Lecerf et al 2007 Ecology"
463,"coarse","senesced","Betula",43.4167,2.2167,0.014,8,"Lecerf et al 2007 Ecology"
464,"coarse","senesced","Ulmus",43.4167,2.2167,0.0399,8,"Lecerf et al 2007 Ecology"
465,"coarse","senesced","Corylus",43.4167,2.2167,0.037,5.84,"Lecerf et al 2007 Ecology"
468,"coarse","senesced","Fraxinus",43.4167,2.2167,0.05602,5.84,"Lecerf et al 2007 Ecology"
494,"coarse","senesced","Fagus",45.3833,25.55,0.0015,1.5,"Lecerf et al 2007 Ecology"
495,"coarse","senesced","Quercus",45.3833,25.55,0.00255,1.5,"Lecerf et al 2007 Ecology"
497,"coarse","senesced","Acer",45.3833,25.55,0.0067,1.5,"Lecerf et al 2007 Ecology"
498,"coarse","senesced","Betula",45.3833,25.55,0.0064,1.5,"Lecerf et al 2007 Ecology"
499,"coarse","senesced","Ulmus",45.3833,25.55,0.0155,1.5,"Lecerf et al 2007 Ecology"
500,"coarse","senesced","Corylus",45.3833,25.55,0.0035,1.5,"Lecerf et al 2007 Ecology"
501,"coarse","senesced","Alnus",45.3833,25.55,0.0134,1.5,"Lecerf et al 2007 Ecology"
503,"coarse","senesced","Fraxinus",45.3833,25.55,0.0122,1.5,"Lecerf et al 2007 Ecology"
557,"coarse","senesced","Eucalyptus",-35,136.0181,0.01235,17.5,"Towns 1991 FW Biology"
561,"coarse","senesced","Alnus",47.0833,8.8,0.0155777777777778,5.9,"Tiegs et al 2008 JNABS"
570,"fine","senesced","Alnus",47.0833,8.8,0.0129777777777778,5.9,"Tiegs et al 2008 JNABS"
580,"coarse","senesced","Ficus",10.4333,-84.0167,0.07,25.4571428571429,"Ardon and Pringle 2008"
605,"coarse","senesced","Cornus",35,-83.05,0.017,9.2,"Ardon et al. 2009 JNABS"
606,"coarse","senesced","Liriodendron",35,-83.05,0.01778,8.98,"Ardon et al. 2009 JNABS"
607,"coarse","senesced","Liquidambar",35,-83.05,0.008,9.2,"Ardon et al. 2009 JNABS"
608,"coarse","senesced","Acer",35,-83.05,0.0185533333333333,10.46,"Ardon et al. 2009 JNABS"
609,"coarse","senesced","Quercus",35,-83.05,0.007025,9.375,"Ardon et al. 2009 JNABS"
610,"coarse","senesced","Rhododendron",35,-83.05,0.00470909090909091,10.9272727272727,"Ardon et al. 2009 JNABS"
611,"coarse","senesced","Pinus",35,-83.05,0.003,12.7,"Ardon et al. 2009 JNABS"
616,"coarse","senesced","Alnus",44.2511,1.8669,0.0124,8.9,"Baldy et al. 2007 Freshwater Biology"
617,"coarse","senesced","Alnus",44.2714,1.4672,0.0025,7.9,"Baldy et al. 2007 Freshwater Biology"
618,"coarse","senesced","Alnus",44.9114,1.7625,0.0043,7.5,"Baldy et al. 2007 Freshwater Biology"
619,"coarse","senesced","Alnus",44.1542,1.5247,0.0028,8.8,"Baldy et al. 2007 Freshwater Biology"
620,"coarse","senesced","Alnus",44.2594,1.3633,0.0046,7.6,"Baldy et al. 2007 Freshwater Biology"
621,"coarse","senesced","Alnus",44.0519,1.4453,0.00705,7.15,"Baldy et al. 2007 Freshwater Biology"
623,"coarse","green","Alnus",47.25,-115.0083,0.0078,4.1,"Braatne et al. 2007. International Review Hydrobiologia"
624,"coarse","green","Populus",47.25,-115.0083,0.008,4.1,"Braatne et al. 2007. International Review Hydrobiologia"
627,"coarse","senesced","Eucalyptus",-32.005,116.0333,0.00075,15.75,"Bunn 1998. Hydrobiologia"
629,"fine","senesced","Eucalyptus",-32.005,116.0333,9e-04,16,"Bunn 1998. Hydrobiologia"
633,"coarse","green","Salix",-31.0667,-60.55,0.0119,16.9,"Capello et al. 2004. Amazonia"
635,"coarse","green","Eucalyptus",-31.0667,-60.55,0.0131,16.9,"Galizzi and Marchese 2009. Hidrobiologica"
637,"coarse","senesced","Eucalyptus",-27.6167,-52.2811,0.005,20.1,"Hepp et al. 2009. Acta botanica brasilica"
652,"coarse","senesced","Acer",35,-83.0103,0.0216,11.75,"Whiles & Wallace  1997"
656,"coarse","senesced","Pinus",35,-83.0103,0.0074,11.75,"Whiles & Wallace  1997"
660,"coarse","senesced","Nothofagus",-41.1333,-71,0.00545,9.3,"Buria et al. 2010. Hydrobiologia"
778,"coarse","senesced","Alnus",34.4,-111.6333,0.0178333333333333,17.7666666666667,"Carteretal_Hydrobiologia_2007"
780,"coarse","senesced","Platanus",34.4,-111.6333,0.005,16.25,"Carteretal_Hydrobiologia_2007"
