"","latitude","longitude","logk","mean_mean_daily_temp_str","aet_mm_uyr","AETmonth","clay","cly_pc_uav","crp_pc_use","log10DRPc","elev","log10ero_kh_uav","for_pc_use","log10inu_pc_umx","ire_pc_use","kar_pc_use","log10lka_pc_use","log10lkv_mc_usu","log10NO3c","ocd","log10pop_ct_usu","log10ppd_pk_uav","pre_mm_uyr","log10precipmonth","pst_pc_use","log10rdd_mk_uav","log10riv_tc_usu","run_mm_syr","sand","log10sgr_dk_sav","silt","slope","slp_dg_uav","slt_pc_uav","snd_pc_uav","snowmonth","snw_pc_uyr","soc_th_uav","soilwatermonth","sphw","swc_pc_uyr","tempmonth","tmp_dc_smx","tmp_dc_uyr","log10TNdep","tns","log10Total.Soil.P","log10TPdep","tpi","urb_pc_use","wet_pc_ug1","log10TN2TP","mean_mean_daily_temp_rip","diff"
"19",47.201715,-88.613602,-4.03050056345937,7.7,587,49,11,9,3,-1.87747912754464,197.25,2.16136800223497,72,1.04139268515823,0,0,0.278753600952829,0.698970004336019,-0.104715032863419,5.30000019073486,0.856426772470244,1.66699506794876,816,1.92941892571429,1,2.91169015875386,1.87860795649383,859,64,2.08635983067475,24,1.74660813808441,2.1,37,54,2,31,64,64,5.5,84,12.7,18.5,4.3,2.68432420113714,5.90000009536743,NA,0.767709218253075,-0.6484375,2,25,4.55394810379068,NA,0.015400471
"20",47.148077,-88.59678,-5.54302168978934,7.9,587,49,10,9,3,-1.896084639926,290.5,2.16136800223497,72,1.04139268515823,0,0,0.278753600952829,0.698970004336019,-0.102255704997301,5.69999980926514,0.856426772470244,1.66699506794876,816,1.92941892571429,1,2.91169015875386,1.87860795649383,859,65,2.08635983067475,24,1.93737936019897,2.1,37,54,2,31,64,64,5.5,84,12.7,18.5,4.3,2.68432420113714,5.80000019073486,NA,0.767709218253075,-0.546875,2,25,4.55394810379068,8.3,0.002056354
"21",39.3868611,-0.9627889,-4.6898653746867,10.4,400,21,25,20,23,-0.752529348456416,549.4375,2.93196611472817,23,0,0,100,0,0,-0.136217558977968,4,0.645716939369604,1.49866887121955,467,1.77815125038364,3,2.34635297445064,0.966329495163878,74,38,2.2148438480477,34,4.83091640472412,7.6,32,49,0,2,30,31,7.19999980926514,41,14.3,22.6,13.4,2.86076296544501,4.5,3.12182411479652,0.850129437249748,-2.2890625,0,0,4.64796664910188,6.7,-0.002648393
"22",39.3394472,-1.3414389,-3.98946171062759,13.3,427,18,25,21,18,-0.739468357692825,405.875,3.11226976841727,36,0.301029995663981,2,65,0.0791812460476248,2.94200805302231,-0.0964487371323701,3.40000009536743,1.46593280774247,0.911690158753861,499,1.7160033436348,9,2.05307844348342,3.41292919811259,49,34,1.91381385238372,39,3.00639796257019,6.9,34,45,0,2,29,24,7.69999980926514,44,15.4,23.8,11.4,2.86076296544501,2.79999995231628,2.50770635175989,0.850129437249748,-3,0,1,4.64796664910188,9.3,0.00676637
"23",39.9181167,-0.3562389,-3.56428238899882,15.7,408,17,21,16,7,-0.800530171079976,556.625,2.96473092105363,77,0,10,31,0,0,-1.26970686596709,4.30000019073486,1.00376202082825,1.82119243794778,474,1.69897000433602,3,2.8228216453031,1.06933503478994,89,40,2.25527250510331,36,10.5405921936035,13.8,29,54,5,4,29,44,7.19999980926514,45,11.3,23.3,14.8,2.86076296544501,5,3.12182411479652,0.850129437249748,0.75,3,0,4.64796664910188,9.7,0.009530953
"24",-62.9798056,-60.6687778,-5.78118935916572,1.3,446,51,NA,14,0,NA,NA,2.25042000230889,41,1.25527250510331,0,0,0.0791812460476248,1.77085201164214,NA,NA,0.464340484627667,0.910997716310643,618,1.79239168949825,0,0,1.08361010516231,448,NA,2.2380461031288,NA,NA,11.2,23,64,13,28,146,73,NA,88,7.8,7.8,4.7,NA,NA,NA,NA,NA,0,0,NA,1.6,-0.000835176
"25",-62.9770556,-60.6775278,-5.95992169497827,1.8,446,51,NA,14,0,NA,NA,2.25042000230889,41,1.25527250510331,0,0,0.0791812460476248,1.77085201164214,NA,NA,0.464340484627667,0.910997716310643,618,1.79239168949825,0,0,1.08361010516231,448,NA,2.2380461031288,NA,NA,11.2,23,64,13,28,146,73,NA,88,7.8,7.8,4.7,NA,NA,NA,NA,NA,0,0,NA,2.2,-0.000412393
"26",42.2186944,-1.5128333,-4.39970778908584,9.7,501,14,32,22,68,-0.806971604558248,291.4375,3.28600712207947,1,0,9,0,0,0,-0.289185021548026,3.5,0.429913697763754,1.07243372596839,589,1.7160033436348,13,1.36172783601759,1.33497619865434,156,20,1.64345267648619,45,0.935882806777954,3,37,40,0,0,18,43,7.59999990463257,52,8.7,21.8,13.1,2.83703242269348,2.90000009536743,2.50770635175989,0.967190333511749,-0.859375,0,0,4.50717521008835,10.1,0.009911491
"27",42.2221944,-1.5103056,-6.05505290645893,9.3,501,14,32,22,68,-0.806971604558248,291.4375,3.28600712207947,1,0,9,0,0,0,-0.289185021548026,3.5,0.429913697763754,1.07243372596839,589,1.7160033436348,13,1.36172783601759,1.33497619865434,156,20,1.64345267648619,45,0.935882806777954,3,37,40,0,0,18,43,7.59999990463257,52,8.7,21.8,13.1,2.83703242269348,2.90000009536743,2.50770635175989,0.967190333511749,-0.859375,0,0,4.50717521008835,9.4,-0.000476026
"28",42.2218611,-1.5096389,-6.00570830956222,9.7,501,14,32,22,68,-0.806971604558248,291.4375,3.28600712207947,1,0,9,0,0,0,-0.289185021548026,3.5,0.429913697763754,1.07243372596839,589,1.7160033436348,13,1.36172783601759,1.33497619865434,156,20,1.64345267648619,45,0.935882806777954,3,37,40,0,0,18,43,7.59999990463257,52,8.7,21.8,13.1,2.83703242269348,2.90000009536743,2.50770635175989,0.967190333511749,-0.859375,0,0,4.50717521008835,8.7,-0.004528192
"29",42.2153056,-1.5081111,-5.39329926024414,10.1,501,14,32,22,68,-0.806971604558248,306.125,3.28600712207947,1,0,9,0,0,0,-0.289185021548026,3.40000009536743,0.429913697763754,1.07243372596839,589,1.7160033436348,13,1.36172783601759,1.33497619865434,156,20,1.64345267648619,45,2.83950805664062,3,37,40,0,0,18,43,7.69999980926514,52,8.7,21.8,13.1,2.83703242269348,2.90000009536743,2.50770635175989,0.967190333511749,1.1328125,0,0,4.50717521008835,11.5,0.0026582
"30",46.26294,-84.49194,-2.3855830146809,7.85,605,51,17,14,15,-1.73564839131231,230.3125,2.60314437262018,72,1.83250891270624,0,100,0.0791812460476248,0.301029995663981,0.134353632398081,5.19999980926514,0.216165902285993,0.715251028878849,827,2.00432137378264,8,2.27875360095283,1.74653300743157,317,43,1.11394335230684,36,1.54750442504883,0.6,37,49,0,33,73,66,5.59999990463257,85,13.1,18.2,4.8,2.60335006067425,6.19999980926514,2.47296172028069,0.71492098204078,0.1796875,0,33,4.52576219954008,7.2,0.024916515
"31",46.27801,-84.53964,-2.62135611069264,8.25,605,51,27,14,15,-1.86604290055763,218.0625,2.60314437262018,72,1.83250891270624,0,100,0.0791812460476248,0.301029995663981,-0.974469252695114,5.5,0.216165902285993,0.715251028878849,827,2.00432137378264,8,2.27875360095283,1.74653300743157,317,30,1.11394335230684,39,0.334456741809845,0.6,37,49,0,33,73,66,5.5,85,13.1,18.2,4.8,2.60335006067425,7.90000009536743,2.40011503795659,0.71492098204078,0.2578125,0,33,4.52576219954008,7.2,0.013686209
"32",46.28016,-84.52225,-2.6748146276408,7.1,605,51,17,14,15,-1.74231241998205,228.8125,2.60314437262018,72,1.83250891270624,0,100,0.0791812460476248,0.301029995663981,0.136622795619435,5.40000009536743,0.216165902285993,0.715251028878849,827,2.00432137378264,8,2.27875360095283,1.74653300743157,317,41,1.11394335230684,40,1.17481780052185,0.6,37,49,0,33,73,66,5.5,85,13.1,18.2,4.8,2.60335006067425,7.30000019073486,2.40011503795659,0.71492098204078,0.3984375,0,33,4.52576219954008,7.3,0.00760809899999999
"33",46.26642,-85.00807,-2.71817793389017,7.05,596,51,11,13,0,-1.93467863796956,271.25,1.44715803134222,96,1.99122607569249,0,100,0.0413926851582251,0.301029995663981,-1.07442170194764,5.19999980926514,0.0157787563890409,0.0809870469108872,818,1.98677173426624,1,2.16731733474818,1.91233367234887,583,54,1.44715803134222,34,0.251239210367203,0.6,31,56,1,39,145,66,5.09999990463257,85,13.4,18,5,2.64778270052304,6.90000009536743,NA,0.694551158220392,0.0390625,0,75,4.59056466320927,6.7,0.006163343
"34",18.331825,-65.8211222,-3.05728053929818,NA,1413,141,46,27,6,-1.67705027822718,248.5625,3.66096029177608,55,1.77085201164214,1,51,0,0,-0.482122087335237,6.40000009536743,1.73000663417686,2.65289681173285,2295,2.3747483460101,21,3.4456042032736,1.76048279791284,803,17,2.33445375115093,32,10.0138254165649,6.8,30,42,0,0,34,99,5.19999980926514,97,25.6,25.6,24.1,NA,6.19999980926514,2.43517317966578,NA,-4.9453125,38,0,NA,NA,-0.026836838
"35",18.3211833,-65.8169694,-3.58680395622353,NA,1413,141,50,27,6,-1.67705027822718,395.75,3.66096029177608,55,1.77085201164214,1,51,0,0,-0.482122087335237,6.5,1.73000663417686,2.65289681173285,2295,2.3747483460101,21,3.4456042032736,1.76048279791284,803,12,2.33445375115093,30,13.5571956634521,6.8,30,42,0,0,34,99,4.90000009536743,97,25.6,25.6,24.1,NA,6.19999980926514,2.43517317966578,NA,-3.4765625,38,0,NA,NA,-0.005085976
"36",18.3227333,-65.8146306,-3.59043125758368,NA,1413,141,54,27,6,-1.67705027822718,495.625,3.66096029177608,55,1.77085201164214,1,51,0,0,-0.482122087335237,6.80000019073486,1.73000663417686,2.65289681173285,2295,2.3747483460101,21,3.4456042032736,1.76048279791284,803,12,2.33445375115093,29,13.1368026733398,6.8,30,42,0,0,34,99,4.80000019073486,97,25.6,25.6,24.1,NA,6.19999980926514,2.43517317966578,NA,-6.921875,38,0,NA,NA,-0.005692688
"37",18.3239333,-65.81535,-3.02624694649441,NA,1413,141,54,27,6,-1.67705027822718,495.625,3.66096029177608,55,1.77085201164214,1,51,0,0,-0.482122087335237,6.80000019073486,1.73000663417686,2.65289681173285,2295,2.3747483460101,21,3.4456042032736,1.76048279791284,803,12,2.33445375115093,29,13.1368026733398,6.8,30,42,0,0,34,99,4.80000019073486,97,25.6,25.6,24.1,NA,6.19999980926514,2.43517317966578,NA,-6.921875,38,0,NA,NA,-0.0117068
"38",3.1672778,101.7765833,-2.12372839857563,24.7,1647,133,33,29,16,-1.65592204983293,234.6875,3.52981519664463,48,0.602059991327962,4,10,0.255272505103306,1.43136376415899,-0.7597460613323,4.5,2.9213919916212,3.56941499590955,2502,2.39794000867204,0,2.76267856372744,2.34505598136319,1373,36,2.15533603746506,27,9.71470832824707,8.5,28,43,0,0,30,100,4.69999980926514,98,25.5,26.6,26,2.80861717215576,3.5,2.49415459401844,1.27188236436509,-1.109375,49,2,4.17406792869728,24,-0.039237626
"39",3.1681889,101.7803083,-2.5072288260837,NA,1647,133,33,29,16,-1.65592204983293,234.6875,3.52981519664463,48,0.602059991327962,4,10,0.255272505103306,1.43136376415899,-0.7597460613323,4.5,2.9213919916212,3.56941499590955,2502,2.39794000867204,0,2.76267856372744,2.34505598136319,1373,36,2.15533603746506,27,9.71470832824707,8.5,28,43,0,0,30,100,4.69999980926514,98,25.5,26.6,26,2.80861717215576,3.5,2.49415459401844,1.27188236436509,-1.109375,49,2,4.17406792869728,NA,-0.03654902
"40",3.1663056,101.7794,-2.79989845329907,NA,1647,133,30,29,16,-1.65592204983293,176.875,3.52981519664463,48,0.602059991327962,4,10,0.255272505103306,1.43136376415899,-0.7597460613323,4.80000019073486,2.9213919916212,3.56941499590955,2502,2.39794000867204,0,2.76267856372744,2.34505598136319,1373,36,2.15533603746506,27,9.88224220275879,8.5,28,43,0,0,30,100,5,98,25.5,26.6,26,2.80861717215576,4,2.49415459401844,1.27188236436509,9.0625,49,2,4.17406792869728,NA,-0.088163543
"41",3.1656083,101.7783889,-4.00403040541933,NA,1647,133,30,29,16,-1.65592204983293,176.875,3.52981519664463,48,0.602059991327962,4,10,0.255272505103306,1.43136376415899,-0.7597460613323,4.80000019073486,2.9213919916212,3.56941499590955,2502,2.39794000867204,0,2.76267856372744,2.34505598136319,1373,36,2.15533603746506,27,9.88224220275879,8.5,28,43,0,0,30,100,5,98,25.5,26.6,26,2.80861717215576,4,2.49415459401844,1.27188236436509,9.0625,49,2,4.17406792869728,NA,-0.132872059
"42",47.356011,-120.835682,-4.61665872728058,NA,506,35,9,9,0,-1.91256291075515,925.875,3.88570038012833,87,0,0,0,0,0,-1.5054390395608,2.59999990463257,0.024485667699167,0.0930713063760634,1210,1.70757017609794,0,1.20411998265592,2.09038504168568,603,52,2.52244423350632,37,11.2746286392212,17.6,45,47,1,42,87,46,5.90000009536743,80,10.6,14.4,4.2,2.44374515131925,6,2.97313230904768,0.775725027923858,-8.890625,0,0,4.30535324430201,NA,-0.005795949
"43",47.368016,-120.784082,-4.77342092271747,NA,506,35,6,9,0,-2.10719987423756,1103,3.88570038012833,87,0,0,0,0,0,-1.48422580289013,2.70000004768372,0.024485667699167,0.0930713063760634,1210,1.70757017609794,0,1.20411998265592,2.09038504168568,603,56,2.52244423350632,37,18.2266426086426,17.6,45,47,1,42,87,46,5.90000009536743,80,10.6,14.4,4.2,2.44374515131925,5.90000009536743,2.97313230904768,0.775725027923858,-16.4921875,0,0,4.30535324430201,NA,-0.008823252
"44",47.368359,-120.78471,-4.7470531561532,NA,506,35,6,9,0,-2.10719987423756,1103,3.88570038012833,87,0,0,0,0,0,-1.48422580289013,2.70000004768372,0.024485667699167,0.0930713063760634,1210,1.70757017609794,0,1.20411998265592,2.09038504168568,603,56,2.52244423350632,37,18.2266426086426,17.6,45,47,1,42,87,46,5.90000009536743,80,10.6,14.4,4.2,2.44374515131925,5.90000009536743,2.97313230904768,0.775725027923858,-16.4921875,0,0,4.30535324430201,NA,-0.007671826
"45",47.365879,-120.8027,-4.70871080311075,NA,506,35,7,9,0,-2.18056326412828,1077.6875,3.88570038012833,87,0,0,0,0,0,-1.45411298017925,2.70000004768372,0.024485667699167,0.0930713063760634,1210,1.70757017609794,0,1.20411998265592,2.09038504168568,603,55,2.52244423350632,38,17.5649642944336,17.6,45,47,1,42,87,46,5.90000009536743,80,10.6,14.4,4.2,2.44374515131925,6.30000019073486,2.97313230904768,0.775725027923858,-8.3359375,0,0,4.30535324430201,NA,-0.0009307
"46",33.7873333,-111.5078056,-4.03305478755123,17,487,19,22,22,2,-1.33837400674044,748.5625,3.81624129999178,82,0,0,0,0,0,-0.58493030319607,2.09999990463257,0.0170333392987804,0.0622058088197126,575,1.69897000433602,31,1.96378782734556,1.21168107629914,27,33,2.61804809671209,42,8.3025951385498,12.6,33,45,0,0,22,29,6.90000009536743,38,11.2,27.3,15.4,2.70633813079215,1.39999997615814,2.47296172028069,0.952885981685254,-10.2421875,0,0,4.39078527001351,10.1,0.007220147
"47",33.9797778,-111.3043611,-3.90171590654109,10.55,478,19,24,19,0,-1.35069631503263,802.75,3.55774774164147,97,0,0,0,0,0,-0.450129398333069,2.20000004768372,0.909127941989261,0.652536418593025,565,1.68124123737559,28,2.12385164096709,2.41305320264179,27,31,2.40312052117582,43,5.39477920532227,10.5,33,48,0,3,30,29,7,39,10.4,27,12.9,2.70633813079215,1.29999995231628,2.93838771864774,0.952885981685254,-3.515625,0,0,4.39078527001351,10.8,0.014746816
"48",33.7060833,-110.8193611,-4.08408134962846,12.05,458,17,21,19,0,-1.29675922830961,820.4375,3.54604886640173,95,0,0,0,0,0,-0.398938503151931,2,0.2027606873932,0.258637282724076,541,1.54406804435028,31,1.68124123737559,2.02972458539015,35,38,2.56584781867352,39,6.50569629669189,10.7,34,47,0,3,30,26,6.90000009536743,38,10.5,27.2,12.7,2.70633813079215,1.70000004768372,2.47296172028069,0.952885981685254,-9.0546875,0,0,4.39078527001351,7.5,0.005705118
"49",33.6853889,-110.8436111,-3.40607189281137,13,465,17,22,19,0,-1.36281702129079,834.3125,3.27276958655176,97,0,0,16,0.0413926851582251,1.73239375982297,-0.380623438333118,1.79999995231628,1.20316892287546,0.386142108930818,549,1.56820172406699,28,1.76342799356294,3.26761307591838,35,38,2.46982201597816,37,2.88795828819275,8.6,36,45,0,8,41,27,7,41,10.7,27.2,10.5,2.70633813079215,1.29999995231628,2.47296172028069,0.952885981685254,-2.46875,0,2,4.39078527001351,8.3,0.027428624
"50",39.104022,-96.547892,-4.4327159009968,13.7,474,48,36,21,59,-1.41709685097721,399.4375,3.43376983392487,1,0.301029995663981,10,16,0.113943352306837,3.79344113297766,-0.190607726409934,4.69999980926514,2.60459321158123,0.646893624167745,556,1.86332286012046,28,2.04921802267018,4.9916125587101,172,7,0.954242509439325,53,2.55673217773438,1.2,39,39,0,6,16,61,6.59999990463257,39,13.7,26.1,10.8,3.01886821845918,3.09999990463257,2.47296172028069,0.995566823066214,0.796875,0,2,4.66063451629957,13.2,0.002303071
"51",39.079251,-96.593845,-3.79634582998419,12.8,737,49,37,24,32,-1.42310787916002,422.4375,3.27966694404846,0,0,1,100,0,0,-0.189036539798075,4.69999980926514,0.0824263008607719,0.295127085252191,869,1.8750612633917,26,2.3541084391474,1.65805911870341,176,8,1.65321251377534,53,2.01535177230835,2.4,49,27,0,3,22,62,6.5,66,13.7,25.9,12,3.01886821845918,3,2.47296172028069,0.995566823066214,0.9375,0,1,4.66063451629957,NA,0.014240379
