"","No","Citiation","lat","lon","sitecode","logk","stage","Method","climate.zone","Ecosystem","Vegetation","Litter.type","Aspect","Elevation","Slope","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Bulk.density","Clay","pH","SOC","N","CEC","EVI","LAI","NPP","SFP","SBD","Initial.C","Initial.N","Initial.C.N","ln_pred_k","logk","mean_mean_daily_temp","log10NO3c","log10DRPc","TPdep","TNdep","log10dis_m3_pyr","log10dis_m3_pmn","log10dis_m3_pmx","run_mm_syr","log10inu_pc_smn","log10inu_pc_umn","log10inu_pc_smx","log10inu_pc_umx","log10inu_pc_slt","log10inu_pc_ult","log10lka_pc_sse","log10lka_pc_use","log10lkv_mc_usu","log10rev_mc_usu","log10dor_pc_pva","log10ria_ha_ssu","log10ria_ha_usu","log10riv_tc_ssu","log10riv_tc_usu","gwt_cm_sav","ele_mt_sav","ele_mt_uav","ele_mt_smn","ele_mt_smx","slp_dg_sav","slp_dg_uav","log10sgr_dk_sav","tmp_dc_syr","tmp_dc_uyr","tmp_dc_smn","tmp_dc_smx","tempmonth","pre_mm_syr","pre_mm_uyr","log10precipmonth","pet_mm_syr","pet_mm_uyr","PETmonth","aet_mm_syr","aet_mm_uyr","AETmonth","ari_ix_sav","ari_ix_uav","cmi_ix_syr","cmi_ix_uyr","moist_indexmonth","snw_pc_syr","snw_pc_uyr","snw_pc_smx","snowmonth","wet_pc_sg1","wet_pc_ug1","wet_pc_sg2","wet_pc_ug2","for_pc_sse","for_pc_use","crp_pc_sse","crp_pc_use","pst_pc_sse","pst_pc_use","ire_pc_sse","ire_pc_use","gla_pc_sse","gla_pc_use","prm_pc_sse","prm_pc_use","pac_pc_sse","pac_pc_use","cly_pc_sav","cly_pc_uav","slt_pc_sav","slt_pc_uav","snd_pc_sav","snd_pc_uav","soc_th_sav","soc_th_uav","swc_pc_syr","swc_pc_uyr","soilwatermonth","kar_pc_sse","kar_pc_use","log10ero_kh_sav","log10ero_kh_uav","log10pop_ct_ssu","log10pop_ct_usu","log10ppd_pk_sav","log10ppd_pk_uav","urb_pc_sse","urb_pc_use","nli_ix_sav","nli_ix_uav","log10rdd_mk_sav","log10rdd_mk_uav","gdp_ud_sav","log10gdp_ud_ssu","log10gdp_ud_usu","northness","slope","elev","tpi"
"478",478,"Bockheim.1991",46.41666667,-91.45,107,-0.478613445,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",381,0.359003067,5.35,9.6,0.230999994,1093.3,26.05,-15.35,41.4,18.75,-9.45,18.75,-9.45,842.9,114.7,26.7,44.2,313.3001404,88.3,318,88.3,1.1,18.4,5.1,61.8,5.027,277,3213.88208,16.90758896,6697.5,21.97068632,0.365932763,NA,9.2,NA,-4.66459496646043,-0.478613445,NA,0.0384252667973757,0.00497054637378757,32.9793602898708,832.0515,0.452399845911442,0.362293937964231,0.539703238947826,453,0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981,0.903089986991944,0.903089986991944,1.28103336724773,1.28103336724773,1.07918124604762,0,0,1.20085049809108,1.20085049809108,1.50237248831169,1.50237248831169,68,372,372,346,397,0.9,1,1.39794000867204,3.9,3.9,-13.6,19.3,NA,759,759,NA,848,848,NA,638,638,NA,0.89,0.89,-0.11,-0.1,NA,33,33,100,NA,38,38,38,38,100,100,1,1,2,2,0,0,0,0,0,0,2,2,4,4,25,25,71,71,70,70,82,82,NA,0,0,2.22530928172586,2.22530928172586,0.0831441431430523,0.0831441431430523,0.469822015978163,0.469969209499959,0,0,1.56,2,2.2380461031288,2.23552844690755,50142,6.91738008694256,6.91738013947217,-0.23848170042038,1.46116983890533,381.140014648438,0.158749997615814
"479",479,"Bockheim.1991",46.41666667,-91.45,107,-0.503513171,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",381,0.359003067,5.35,9.6,0.230999994,1093.3,26.05,-15.35,41.4,18.75,-9.45,18.75,-9.45,842.9,114.7,26.7,44.2,313.3001404,88.3,318,88.3,1.1,18.4,5.1,61.8,5.027,277,3213.88208,16.90758896,6697.5,21.97068632,0.365932763,NA,8.4,NA,-4.66459496646043,-0.503513171,NA,0.0384252667973757,0.00497054637378757,32.9793602898708,832.0515,0.452399845911442,0.362293937964231,0.539703238947826,453,0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981,0.903089986991944,0.903089986991944,1.28103336724773,1.28103336724773,1.07918124604762,0,0,1.20085049809108,1.20085049809108,1.50237248831169,1.50237248831169,68,372,372,346,397,0.9,1,1.39794000867204,3.9,3.9,-13.6,19.3,NA,759,759,NA,848,848,NA,638,638,NA,0.89,0.89,-0.11,-0.1,NA,33,33,100,NA,38,38,38,38,100,100,1,1,2,2,0,0,0,0,0,0,2,2,4,4,25,25,71,71,70,70,82,82,NA,0,0,2.22530928172586,2.22530928172586,0.0831441431430523,0.0831441431430523,0.469822015978163,0.469969209499959,0,0,1.56,2,2.2380461031288,2.23552844690755,50142,6.91738008694256,6.91738013947217,-0.23848170042038,1.46116983890533,381.140014648438,0.158749997615814
"480",480,"Bockheim.1991",46.41666667,-91.45,107,-0.504511167,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","South",381,0.359003067,5.35,9.6,0.230999994,1093.3,26.05,-15.35,41.4,18.75,-9.45,18.75,-9.45,842.9,114.7,26.7,44.2,313.3001404,88.3,318,88.3,1.1,18.4,5.1,61.8,5.027,277,3213.88208,16.90758896,6697.5,21.97068632,0.365932763,NA,14,NA,-4.66459496646043,-0.504511167,NA,0.0384252667973757,0.00497054637378757,32.9793602898708,832.0515,0.452399845911442,0.362293937964231,0.539703238947826,453,0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981,0.903089986991944,0.903089986991944,1.28103336724773,1.28103336724773,1.07918124604762,0,0,1.20085049809108,1.20085049809108,1.50237248831169,1.50237248831169,68,372,372,346,397,0.9,1,1.39794000867204,3.9,3.9,-13.6,19.3,NA,759,759,NA,848,848,NA,638,638,NA,0.89,0.89,-0.11,-0.1,NA,33,33,100,NA,38,38,38,38,100,100,1,1,2,2,0,0,0,0,0,0,2,2,4,4,25,25,71,71,70,70,82,82,NA,0,0,2.22530928172586,2.22530928172586,0.0831441431430523,0.0831441431430523,0.469822015978163,0.469969209499959,0,0,1.56,2,2.2380461031288,2.23552844690755,50142,6.91738008694256,6.91738013947217,-0.23848170042038,1.46116983890533,381.140014648438,0.158749997615814
"481",481,"Conner.1991",29.91666667,-90.71666667,108,-0.093713455,"mid","Litter bag","Dry-winter subtropical climates","Wetland","Broadleaved","Leaf","West",6,0.002093728,20.15,8.3,0.355999994,567.7,31.45,8.05,23.4,26.95,20.25,26.95,12.55,1985.5,252.3,126,22.3,488.6568909,414.9,670.6,474.1,1.28,54.8,6,76,7.797,379,3286.433105,34.95178604,3594.788,15.72044343,0.489561558,NA,NA,48,-4.6106627216789,-0.093713455,NA,6.65495031545898e-09,0.00668273281291369,59.7960075813143,599.2111,1.04289038972924,0.796435558810174,1.22253439338171,772,0.954242509439325,1.20411998265592,1.82607480270083,1.92427928606188,1.90308998699194,1.95904139232109,-1,-1,0,0,0,1.52571841312127,1.93407910417727,2.22395776596322,2.57165061148795,6,8,9,2,15,0.2,0.2,0.698970004336019,20,19.9,11.2,27.5,NA,1623,1604,NA,1413,1417,NA,1251,1242,NA,1.15,1.13,0.13,0.12,NA,0,0,0,NA,38,38,38,38,76,68,19,23,1,1,0,0,0,0,0,0,0,0,23,23,38,38,39,39,105,98,90,89,NA,0,0,2.50242711998443,3.01029995663981,0.746867627850429,0.773713325277022,1.54954272788488,1.12024479554637,0,0,11.19,10,2.36921585741014,2.37657695705651,48587,8.38555182609981,8.42191642911972,0.00794497225433588,0.747195363044739,5.65999984741211,-0.088749997317791
"482",482,"Conner.1991",29.91666667,-90.71666667,108,-0.105418124,"mid","Litter bag","Dry-winter subtropical climates","Wetland","Broadleaved","Leaf","West",6,0.002093728,20.15,8.3,0.355999994,567.7,31.45,8.05,23.4,26.95,20.25,26.95,12.55,1985.5,252.3,126,22.3,488.6568909,414.9,670.6,474.1,1.28,54.8,6,76,7.797,379,3286.433105,34.95178604,3594.788,15.72044343,0.489561558,NA,NA,48,-4.6106627216789,-0.105418124,NA,6.65495031545898e-09,0.00668273281291369,59.7960075813143,599.2111,1.04289038972924,0.796435558810174,1.22253439338171,772,0.954242509439325,1.20411998265592,1.82607480270083,1.92427928606188,1.90308998699194,1.95904139232109,-1,-1,0,0,0,1.52571841312127,1.93407910417727,2.22395776596322,2.57165061148795,6,8,9,2,15,0.2,0.2,0.698970004336019,20,19.9,11.2,27.5,NA,1623,1604,NA,1413,1417,NA,1251,1242,NA,1.15,1.13,0.13,0.12,NA,0,0,0,NA,38,38,38,38,76,68,19,23,1,1,0,0,0,0,0,0,0,0,23,23,38,38,39,39,105,98,90,89,NA,0,0,2.50242711998443,3.01029995663981,0.746867627850429,0.773713325277022,1.54954272788488,1.12024479554637,0,0,11.19,10,2.36921585741014,2.37657695705651,48587,8.38555182609981,8.42191642911972,0.00794497225433588,0.747195363044739,5.65999984741211,-0.088749997317791
"483",483,"Conner.1991",29.91666667,-90.71666667,108,0.223324578,"late","Litter bag","Dry-winter subtropical climates","Wetland","Broadleaved","Leaf","West",6,0.002093728,20.15,8.3,0.355999994,567.7,31.45,8.05,23.4,26.95,20.25,26.95,12.55,1985.5,252.3,126,22.3,488.6568909,414.9,670.6,474.1,1.28,54.8,6,76,7.797,379,3286.433105,34.95178604,3594.788,15.72044343,0.489561558,NA,NA,48,-4.6106627216789,0.223324578,NA,6.65495031545898e-09,0.00668273281291369,59.7960075813143,599.2111,1.04289038972924,0.796435558810174,1.22253439338171,772,0.954242509439325,1.20411998265592,1.82607480270083,1.92427928606188,1.90308998699194,1.95904139232109,-1,-1,0,0,0,1.52571841312127,1.93407910417727,2.22395776596322,2.57165061148795,6,8,9,2,15,0.2,0.2,0.698970004336019,20,19.9,11.2,27.5,NA,1623,1604,NA,1413,1417,NA,1251,1242,NA,1.15,1.13,0.13,0.12,NA,0,0,0,NA,38,38,38,38,76,68,19,23,1,1,0,0,0,0,0,0,0,0,23,23,38,38,39,39,105,98,90,89,NA,0,0,2.50242711998443,3.01029995663981,0.746867627850429,0.773713325277022,1.54954272788488,1.12024479554637,0,0,11.19,10,2.36921585741014,2.37657695705651,48587,8.38555182609981,8.42191642911972,0.00794497225433588,0.747195363044739,5.65999984741211,-0.088749997317791
"484",484,"Cromack.1991",43.5,-122,109,-0.450408263,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","North",1770,6.789463043,4.95,10.9,0.36500001,658.3,23.25,-6.55,29.8,-1.95,14.05,14.05,-2.55,1531.8,286.4,23.1,64.9,483.247406,92.1,92.1,686.8,0.89,7.4,5.8,106.6,6.641,264,2736.039795,15.29151821,7787.899902,16.22242779,0.546818972,NA,4.52,NA,-5.48146952171931,-0.450408263,NA,0.0279831228708662,0.00381287175715725,41.5334168796069,239.6195,0.783832143384441,0.315130317183602,1.06213053462212,777,0,0,0,0,0,0,1.95472479097906,1.95472479097906,2.12057393120585,2.03342375548695,2.82607480270083,1.62287687835687,1.62287687835687,2.18217489680287,2.18217489680287,332,1700,1700,1422,2490,5.8,5.8,2.41329976408125,4.2,4.2,-3.4,13.6,NA,1250,1250,NA,871,871,NA,567,567,NA,1.46,1.46,0.27,0.27,NA,46,46,91,NA,39,39,31,31,97,97,0,0,2,2,0,0,0,0,0,0,41,41,9,8,34,33,57,57,74,74,76,76,NA,0,0,2.75050839485135,2.75050839485135,0.0484418035504044,0.0484418035504044,0.2027606873932,0.2027606873932,0,0,1.02,1,1.55630250076729,1.55630250076729,47639,6.84372623502319,6.84372617278483,-0.184430420398712,9.19659519195557,1617.7900390625,0.899999976158142
"485",485,"Cromack.1991",43.5,-122,109,-0.401472118,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","North",1770,6.789463043,4.95,10.9,0.36500001,658.3,23.25,-6.55,29.8,-1.95,14.05,14.05,-2.55,1531.8,286.4,23.1,64.9,483.247406,92.1,92.1,686.8,0.89,7.4,5.8,106.6,6.641,264,2736.039795,15.29151821,7787.899902,16.22242779,0.546818972,NA,5.92,NA,-5.48146952171931,-0.401472118,NA,0.0279831228708662,0.00381287175715725,41.5334168796069,239.6195,0.783832143384441,0.315130317183602,1.06213053462212,777,0,0,0,0,0,0,1.95472479097906,1.95472479097906,2.12057393120585,2.03342375548695,2.82607480270083,1.62287687835687,1.62287687835687,2.18217489680287,2.18217489680287,332,1700,1700,1422,2490,5.8,5.8,2.41329976408125,4.2,4.2,-3.4,13.6,NA,1250,1250,NA,871,871,NA,567,567,NA,1.46,1.46,0.27,0.27,NA,46,46,91,NA,39,39,31,31,97,97,0,0,2,2,0,0,0,0,0,0,41,41,9,8,34,33,57,57,74,74,76,76,NA,0,0,2.75050839485135,2.75050839485135,0.0484418035504044,0.0484418035504044,0.2027606873932,0.2027606873932,0,0,1.02,1,1.55630250076729,1.55630250076729,47639,6.84372623502319,6.84372617278483,-0.184430420398712,9.19659519195557,1617.7900390625,0.899999976158142
"486",486,"Hemminga.1991",51.3860898,3.8190974,110,0.462996612,"late","Litter bag","Dry-winter subtropical climates","Wetland","Grass","Leaf","North",1.74,6.163017273,10.65,6.3,0.305999994,520.1,21.75,1.25,20.5,7.65,6.75,17.35,3.95,862.5,87.3,47,16.5,NA,166.7,228.4,213.1,1.146285706,24.01546326,7.210379791,68.45777588,4.762252441,293.66922,29.60869408,10.08077717,5935.688477,10.14901102,0.635548055,NA,NA,NA,-4.2409618670061,0.462996612,NA,NA,NA,50.9653405690942,1017.4431,0.539703238947826,0.340245761567932,0.67449371729635,446,1.88649072517248,1.96378782734556,2,2.00432137378264,2,2.00432137378264,-1,-1,0,0,0,1.15902549122491,1.15902549122491,1.31181741169586,1.31181741169586,4,-1,0,-4,7,0.1,0.1,0.602059991327962,10.1,10.1,2.9,17.4,NA,749,749,NA,633,636,NA,509,510,NA,1.18,1.18,0.15,0.15,NA,8,7,33,NA,6,36,6,36,1,3,85,79,3,3,4,3,0,0,0,0,5,31,18,16,38,34,44,50,30,52,87,87,NA,0,0,2.66651798055488,2.08278537031645,1.67608974924979,1.67608974924979,2.47215357542058,2.57495330879099,28,19,34.52,30.33,3.29225607135648,3.2087100199064,43826,9.43348813948706,9.43348809851043,0.00594903761520982,0.318762332201004,0.0500000007450581,0.0487499982118607
"487",487,"Hemminga.1991",51.3860898,3.8190974,110,0.368844507,"late","Litter bag","Dry-winter subtropical climates","Wetland","Grass","Leaf","North",1.74,6.163017273,10.65,6.3,0.305999994,520.1,21.75,1.25,20.5,7.65,6.75,17.35,3.95,862.5,87.3,47,16.5,NA,166.7,228.4,213.1,1.146285706,24.01546326,7.210379791,68.45777588,4.762252441,293.66922,29.60869408,10.08077717,5935.688477,10.14901102,0.635548055,NA,NA,NA,-4.2409618670061,0.368844507,NA,NA,NA,50.9653405690942,1017.4431,0.539703238947826,0.340245761567932,0.67449371729635,446,1.88649072517248,1.96378782734556,2,2.00432137378264,2,2.00432137378264,-1,-1,0,0,0,1.15902549122491,1.15902549122491,1.31181741169586,1.31181741169586,4,-1,0,-4,7,0.1,0.1,0.602059991327962,10.1,10.1,2.9,17.4,NA,749,749,NA,633,636,NA,509,510,NA,1.18,1.18,0.15,0.15,NA,8,7,33,NA,6,36,6,36,1,3,85,79,3,3,4,3,0,0,0,0,5,31,18,16,38,34,44,50,30,52,87,87,NA,0,0,2.66651798055488,2.08278537031645,1.67608974924979,1.67608974924979,2.47215357542058,2.57495330879099,28,19,34.52,30.33,3.29225607135648,3.2087100199064,43826,9.43348813948706,9.43348809851043,0.00594903761520982,0.318762332201004,0.0500000007450581,0.0487499982118607
"506",506,"Schowalter.1991",44,-122,113,-0.802857335,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","North",1431,2.331998348,5.75,10.7,0.373000002,623.1,23.65,-5.05,28.7,-0.75,14.35,14.35,-1.25,2231.5,387.6,31,61.1,631.1401367,139.1,139.1,932.8,0.87,9.3,5.6,166.2,9.455,431,2818.166504,17.99866104,8532.900391,16.38520211,0.528648138,496.3,9.81,50.58,-5.10963310819298,-0.802857335,NA,0.0237620373380738,0.00644443937725752,43.5135651223331,239.6195,0.806179973983887,0.410945858687775,1.02783867818895,974,0,0,0,0,0,0,0.322219294733919,0.322219294733919,0.301029995663981,0,0,1.57735390668417,1.57735390668417,2.12225520882228,2.12225520882228,481,1398,1399,666,1904,10.2,10.2,2.69722934275972,5.3,5.3,-2.6,14.7,NA,1377,1377,NA,883,883,NA,597,597,NA,1.57,1.57,0.36,0.36,NA,34,34,64,NA,2,2,2,2,100,100,0,0,0,0,0,0,0,0,0,0,90,90,9,9,35,35,56,56,85,85,78,78,NA,0,0,2.62736585659273,2.62736585659273,0.000434077479318593,0.000434077479318593,0.00302947055361796,0.00302947055361796,0,0,0,0,0.903089986991944,0.845098040014257,47639,4.31043839481585,4.31043839481585,0.0411719009280205,2.61816620826721,1434.19995117188,-0.0350000001490116
"507",507,"Slapokas.1991",50.81666667,17.66666667,114,0.010812834,"late","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","East",5,0.131462365,9.35,7.9,0.283999991,719.4,23.85,-3.85,27.7,18.55,1.25,18.55,0.05,598.2,90.1,27.7,39,233.2517395,94.8,235.9,95.9,1.14,15.5,6.1,68.2,6.846,248,3390.637939,19.65044594,5676,18.44980866,0.384141505,NA,NA,NA,-4.84890396094535,0.010812834,NA,0.390825116113645,0.0220202478283247,28.9686628504891,1204.2582,2.13500854950941,1.94893107119476,2.39173058468835,153,0.845098040014257,0.301029995663981,0.954242509439325,0.477121254719662,1.39794000867204,0.477121254719662,-1,0.785329835010767,2.93196611472817,2.77305469336426,2.14301480025409,1.70625679312392,3.49934074588771,3.04354538984603,4.38740499078293,31,145,346,136,165,0.5,3.5,1.04139268515822,8.5,7.7,-1.9,17.8,NA,577,679,NA,776,753,NA,492,561,NA,0.74,0.91,-0.26,-0.1,NA,16,22,69,NA,0,0,0,0,0,36,62,43,8,10,0,0,0,0,0,0,34,21,17,16,38,36,46,48,25,44,67,79,NA,0,37,2.62634036737504,2.68930885912362,0.567496891104223,3.5970845511575,1.86682470442803,2.34420554587521,0,13,13.24,27,2.77815125038364,3.04178731897175,19897,7.66644479015187,10.9787243228605,-0.0480944588780403,1.2571177482605,143.800003051758,0.147499993443489
"508",508,"Slapokas.1991",50.81666667,17.66666667,114,-0.484033481,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","East",5,0.131462365,9.35,7.9,0.283999991,719.4,23.85,-3.85,27.7,18.55,1.25,18.55,0.05,598.2,90.1,27.7,39,233.2517395,94.8,235.9,95.9,1.14,15.5,6.1,68.2,6.846,248,3390.637939,19.65044594,5676,18.44980866,0.384141505,NA,NA,NA,-4.84890396094535,-0.484033481,NA,0.390825116113645,0.0220202478283247,28.9686628504891,1204.2582,2.13500854950941,1.94893107119476,2.39173058468835,153,0.845098040014257,0.301029995663981,0.954242509439325,0.477121254719662,1.39794000867204,0.477121254719662,-1,0.785329835010767,2.93196611472817,2.77305469336426,2.14301480025409,1.70625679312392,3.49934074588771,3.04354538984603,4.38740499078293,31,145,346,136,165,0.5,3.5,1.04139268515822,8.5,7.7,-1.9,17.8,NA,577,679,NA,776,753,NA,492,561,NA,0.74,0.91,-0.26,-0.1,NA,16,22,69,NA,0,0,0,0,0,36,62,43,8,10,0,0,0,0,0,0,34,21,17,16,38,36,46,48,25,44,67,79,NA,0,37,2.62634036737504,2.68930885912362,0.567496891104223,3.5970845511575,1.86682470442803,2.34420554587521,0,13,13.24,27,2.77815125038364,3.04178731897175,19897,7.66644479015187,10.9787243228605,-0.0480944588780403,1.2571177482605,143.800003051758,0.147499993443489
"509",509,"Slapokas.1991",50.81666667,17.66666667,114,-0.491955346,"mid","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","East",5,0.131462365,9.35,7.9,0.283999991,719.4,23.85,-3.85,27.7,18.55,1.25,18.55,0.05,598.2,90.1,27.7,39,233.2517395,94.8,235.9,95.9,1.14,15.5,6.1,68.2,6.846,248,3390.637939,19.65044594,5676,18.44980866,0.384141505,NA,NA,NA,-4.84890396094535,-0.491955346,NA,0.390825116113645,0.0220202478283247,28.9686628504891,1204.2582,2.13500854950941,1.94893107119476,2.39173058468835,153,0.845098040014257,0.301029995663981,0.954242509439325,0.477121254719662,1.39794000867204,0.477121254719662,-1,0.785329835010767,2.93196611472817,2.77305469336426,2.14301480025409,1.70625679312392,3.49934074588771,3.04354538984603,4.38740499078293,31,145,346,136,165,0.5,3.5,1.04139268515822,8.5,7.7,-1.9,17.8,NA,577,679,NA,776,753,NA,492,561,NA,0.74,0.91,-0.26,-0.1,NA,16,22,69,NA,0,0,0,0,0,36,62,43,8,10,0,0,0,0,0,0,34,21,17,16,38,36,46,48,25,44,67,79,NA,0,37,2.62634036737504,2.68930885912362,0.567496891104223,3.5970845511575,1.86682470442803,2.34420554587521,0,13,13.24,27,2.77815125038364,3.04178731897175,19897,7.66644479015187,10.9787243228605,-0.0480944588780403,1.2571177482605,143.800003051758,0.147499993443489
"510",510,"Slapokas.1991",50.81666667,17.66666667,114,0.195717044,"late","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","East",5,0.131462365,9.35,7.9,0.283999991,719.4,23.85,-3.85,27.7,18.55,1.25,18.55,0.05,598.2,90.1,27.7,39,233.2517395,94.8,235.9,95.9,1.14,15.5,6.1,68.2,6.846,248,3390.637939,19.65044594,5676,18.44980866,0.384141505,NA,NA,NA,-4.84890396094535,0.195717044,NA,0.390825116113645,0.0220202478283247,28.9686628504891,1204.2582,2.13500854950941,1.94893107119476,2.39173058468835,153,0.845098040014257,0.301029995663981,0.954242509439325,0.477121254719662,1.39794000867204,0.477121254719662,-1,0.785329835010767,2.93196611472817,2.77305469336426,2.14301480025409,1.70625679312392,3.49934074588771,3.04354538984603,4.38740499078293,31,145,346,136,165,0.5,3.5,1.04139268515822,8.5,7.7,-1.9,17.8,NA,577,679,NA,776,753,NA,492,561,NA,0.74,0.91,-0.26,-0.1,NA,16,22,69,NA,0,0,0,0,0,36,62,43,8,10,0,0,0,0,0,0,34,21,17,16,38,36,46,48,25,44,67,79,NA,0,37,2.62634036737504,2.68930885912362,0.567496891104223,3.5970845511575,1.86682470442803,2.34420554587521,0,13,13.24,27,2.77815125038364,3.04178731897175,19897,7.66644479015187,10.9787243228605,-0.0480944588780403,1.2571177482605,143.800003051758,0.147499993443489
"511",511,"Slapokas.1991",50.81666667,17.66666667,114,0.314288661,"late","Litter bag","Continental/microthermal climates","Forest","Broadleaved","Leaf","East",5,0.131462365,9.35,7.9,0.283999991,719.4,23.85,-3.85,27.7,18.55,1.25,18.55,0.05,598.2,90.1,27.7,39,233.2517395,94.8,235.9,95.9,1.14,15.5,6.1,68.2,6.846,248,3390.637939,19.65044594,5676,18.44980866,0.384141505,NA,NA,NA,-4.84890396094535,0.314288661,NA,0.390825116113645,0.0220202478283247,28.9686628504891,1204.2582,2.13500854950941,1.94893107119476,2.39173058468835,153,0.845098040014257,0.301029995663981,0.954242509439325,0.477121254719662,1.39794000867204,0.477121254719662,-1,0.785329835010767,2.93196611472817,2.77305469336426,2.14301480025409,1.70625679312392,3.49934074588771,3.04354538984603,4.38740499078293,31,145,346,136,165,0.5,3.5,1.04139268515822,8.5,7.7,-1.9,17.8,NA,577,679,NA,776,753,NA,492,561,NA,0.74,0.91,-0.26,-0.1,NA,16,22,69,NA,0,0,0,0,0,36,62,43,8,10,0,0,0,0,0,0,34,21,17,16,38,36,46,48,25,44,67,79,NA,0,37,2.62634036737504,2.68930885912362,0.567496891104223,3.5970845511575,1.86682470442803,2.34420554587521,0,13,13.24,27,2.77815125038364,3.04178731897175,19897,7.66644479015187,10.9787243228605,-0.0480944588780403,1.2571177482605,143.800003051758,0.147499993443489
"515",515,"Taylor.1991",51.33333333,-115.5,115,-1.067678468,"mid","Litter bag","Continental/microthermal climates","Forest","Grass","Leaf","South",1500,6.545358658,-6.15,10.6,0.299000001,876.9,12.85,-22.55,35.4,5.25,-17.25,5.25,-17.25,1129.9,189.2,40.8,52,264.3094177,125.8,482.9,125.8,0.97,16.6,6.1,47.8,5.227,256,25.67253113,0.513392866,592.4000244,18.17946881,0.669852316,457,9.7,47.11,-5.59238925863959,-1.067678468,NA,0.0874246914106968,0.0049530962942801,49.6382181964423,191.8267,0.673849977342949,0.356790460351716,1.03542973818455,238,0,0,0,0,0.301029995663981,0,0.322219294733919,0.0413926851582251,0.698970004336019,0,0,1.29793550635965,1.83252807233427,2.01909966641668,2.37171604795198,561,2073,2226,1473,2959,22.8,23.2,2.27415784926368,-1.7,-2.4,-14.3,9.7,NA,604,623,NA,583,549,NA,468,462,NA,1.06,1.15,0.04,0.12,NA,46,51,90,NA,0,0,0,0,82,70,0,0,0,0,0,0,0,0,25,33,100,100,16,17,39,40,45,43,68,62,84,88,NA,0,0,3.8318697742805,3.88918961204707,0.000434077479318593,0.00432137378264258,0.00560944536028039,0.00860017176191757,0,0,0.03,0,0,0,57889,5.77197677517539,5.77197677517539,-0.0241404976695776,27.7837257385254,2565.080078125,1.25125002861023
"516",516,"Taylor.1991",51.33333333,-115.5,115,-0.797075972,"mid","Litter bag","Continental/microthermal climates","Forest","Coniferous","Leaf","South",1500,6.545358658,-6.15,10.6,0.299000001,876.9,12.85,-22.55,35.4,5.25,-17.25,5.25,-17.25,1129.9,189.2,40.8,52,264.3094177,125.8,482.9,125.8,0.97,16.6,6.1,47.8,5.227,256,25.67253113,0.513392866,592.4000244,18.17946881,0.669852316,512,10.4,49.23,-5.59238925863959,-0.797075972,NA,0.0874246914106968,0.0049530962942801,49.6382181964423,191.8267,0.673849977342949,0.356790460351716,1.03542973818455,238,0,0,0,0,0.301029995663981,0,0.322219294733919,0.0413926851582251,0.698970004336019,0,0,1.29793550635965,1.83252807233427,2.01909966641668,2.37171604795198,561,2073,2226,1473,2959,22.8,23.2,2.27415784926368,-1.7,-2.4,-14.3,9.7,NA,604,623,NA,583,549,NA,468,462,NA,1.06,1.15,0.04,0.12,NA,46,51,90,NA,0,0,0,0,82,70,0,0,0,0,0,0,0,0,25,33,100,100,16,17,39,40,45,43,68,62,84,88,NA,0,0,3.8318697742805,3.88918961204707,0.000434077479318593,0.00432137378264258,0.00560944536028039,0.00860017176191757,0,0,0.03,0,0,0,57889,5.77197677517539,5.77197677517539,-0.0241404976695776,27.7837257385254,2565.080078125,1.25125002861023
